197910,390.959
197911,391.518
197912,463.666
198001,674.58
198002,665.893
198003,554.276
198004,516.71
198005,514.268
198006,600.786
198007,645.75
198008,626.36
198009,673.941
198010,662.27
198011,623.875
198012,596.712
198101,557.813
198102,500.8
198103,499.693
198104,496.625
198105,480.316
198106,460.5
198107,409.284
198108,410.24
198109,443.773
198110,437.68
198111,413.405
198112,410.119
198201,384.163
198202,374.458
198203,330.413
198204,350.335
198205,334.505
198206,314.961
198207,337.895
198208,363.413
198209,438.15
198210,422.786
198211,415.114
198212,444.776
198301,481.838
198302,493.488
198303,420.707
198304,433.171
198305,437.393
198306,413.148
198307,422.645
198308,416.205
198309,412.245
198310,394.245
198311,381.016
198312,388.06
198401,370.735
198402,386.038
198403,394.743
198404,381.371
198405,376.957
198406,378.314
198407,347.598
198408,347.677
198409,340.945
198410,340.217
198411,341.286
198412,319.622
198501,302.852
198502,299.833
198503,303.205
198504,324.883
198505,316.395
198506,316.298
198507,317.202
198508,330.131
198509,323.764
198510,326.093
198511,325.548
198512,321.985
198601,345.561
198602,339.053
198603,346.095
198604,340.716
198605,342.325
198606,342.798
198607,348.554
198608,376.29
198609,418.152
198610,423.863
198611,396.983
198612,391.595
198701,408.524
198702,401.045
198703,408.848
198704,439.665
198705,461.65
198706,449.282
198707,450.33
198708,460.988
198709,460.12
198710,465.764
198711,468.14
198712,487.079
198801,477.758
198802,442.124
198803,443.491
198804,451.558
198805,451.32
198806,451.657
198807,437.452
198808,431.064
198809,413.439
198810,406.39
198811,419.966
198812,419.248
198901,404.445
198902,387.973
198903,390.274
198904,384.72
198905,371.35
198906,367.727
198907,375.21
198908,365.548
198909,361.798
198910,366.8
198911,394.361
198912,409.655
199001,410.118
199002,416.543
199003,393.661
199004,374.929
199005,368.855
199006,352.657
199007,361.82
199008,394.861
199009,389.56
199010,381.333
199011,381.866
199012,378.161
199101,384.591
199102,363.748
199103,363.39
199104,358.055
199105,357.117
199106,366.36
199107,368.013
199108,356.721
199109,348.46
199110,358.826
199111,359.96
199112,361.875
199201,354.436
199202,353.853
199203,344.641
199204,338.728
199205,337.039
199206,340.784
199207,352.452
199208,343.603
199209,345.3
199210,344.277
199211,334.924
199212,334.657
199301,328.993
199302,329.31
199303,329.974
199304,341.948
199305,367.045
199306,371.914
199307,392.034
199308,379.795
199309,355.561
199310,364.005
199311,373.939
199312,383.243
199401,387.11
199402,381.658
199403,384
199404,377.908
199405,381.343
199406,385.714
199407,385.45
199408,380.207
199409,391.348
199410,390.164
199411,384.377
199412,379.48
199501,378.738
199502,376.745
199503,381.82
199504,391.339
199505,385.231
199506,387.618
199507,386.138
199508,383.502
199509,382.931
199510,383.202
199511,385.209
199512,387.445
199601,398.695
199602,404.919
199603,396.512
199604,392.87
199605,391.99
199606,385.245
199607,383.457
199608,387.51
199609,383.29
199610,380.909
199611,377.869
199612,369.338
199701,355.025
199702,346.4
199703,352.311
199704,344.707
199705,344.1
199706,340.805
199707,323.78
199708,323.998
199709,322.616
199710,324.863
199711,306.345
199712,288.776
199801,289.264
199802,297.743
199803,295.87
199804,308.558
199805,298.971
199806,292.223
199807,292.874
199808,284.228
199809,288.661
199810,296.595
199811,294.243
199812,291.357
199901,287.333
199902,287.495
199903,286.243
199904,282.62
199905,276.932
199906,261.402
199907,256.198
199908,256.936
199909,264.47
199910,311.562
199911,293.65
199912,283.743
200001,284.59
200002,300.855
200003,286.704
200004,279.961
200005,275.293
200006,285.368
200007,282.152
200008,274.523
200009,273.676
200010,270.405
200011,265.989
200012,271.892
200101,265.934
200102,262.018
200103,263.273
200104,260.75
200105,272.057
200106,270.738
200107,267.707
200108,272.657
200109,282.478
200110,283.322
200111,276.248
200112,275.992
200201,281.764
200202,295.683
200203,294.353
200204,302.862
200205,314.48
200206,321.536
200207,313.567
200208,310.045
200209,318.8
200210,316.748
200211,319.255
200212,333.3
200301,356.864
200302,359.575
200303,341.564
200304,328.208
200305,355.405
200306,356.912
200307,350.765
200308,358.993
200309,378.859
200310,379.093
200311,390.2
200312,407.674
200401,414.495
200402,404.73
200403,405.976
200404,404.85
200405,383.953
200406,391.78
200407,398.441
200408,400.133
200409,405.402
200410,420.21
200411,439.059
200412,442.974
200501,424.08
200502,423.43
200503,434.355
200504,429.14
200505,422.903
200506,430.302
200507,424.745
200508,437.773
200509,455.936
200510,470.107
200511,476.668
200512,509.423
200601,549.433
200602,555.518
200603,557.215
200604,611.853
200605,676.769
200606,597.898
200607,633.093
200608,631.557
200609,600.15
200610,586.648
200611,626.825
200612,629.513
200701,630.352
200702,665.103
200703,655.891
200704,680.008
200705,668.31
200706,655.714
200707,665.266
200708,664.53
200709,710.645
200710,754.48
200711,808.311
200712,803.618
200801,887.784
200802,924.283
200803,971.055
200804,911.6
200805,889.125
200806,889.536
200807,941.167
200808,840.388
200809,824.92
200810,812.815
200811,757.85
200812,819.94
200901,857.726
200902,939.763
200903,925.989
200904,892.663
200905,926.855
200906,947.807
200907,934.272
200908,949.5
200909,996.443
200910,1043.511
200911,1126.119
200912,1135.012
201001,1119.575
201002,1095.8
201003,1115.554
201004,1148.475
201005,1204.321
201006,1232.382
201007,1196
201008,1213.464
201009,1271.461
201010,1343.19
201011,1371.784
201012,1393.512
201101,1360.475
201102,1371.313
201103,1422.848
201104,1474.431
201105,1512.188
201106,1528.38
201107,1568.526
201108,1759.5
201109,1780.648
201110,1667.893
201111,1735.977
201112,1652.725
201201,1656.095
201202,1743.095
201203,1675.057
201204,1648.539
201205,1585.114
201206,1595.632
201207,1592.784
201208,1625.682
201209,1741.925
201210,1746.348
201211,1724.352
201212,1687.342
201301,1671.886
201302,1630.688
201303,1591.013
201304,1485.905
201305,1416.143
201306,1342.7
201307,1284.348
201308,1345.048
201309,1348.464
201310,1314.402
201311,1277.417
201312,1221.588
201401,1243.068
201402,1298.713
201403,1336.56
201404,1299.175
201405,1288.913
201406,1277.857
201407,1312.989
201408,1297.005
201409,1241.33
201410,1223.565
201411,1176.413
201412,1200.44
201501,1249.333
201502,1231.1
201503,1180.636
201504,1198.253
201505,1197.684
201506,1182.248
201507,1131.58
201508,1117.525
201509,1124.905
201510,1157.123
201511,1088.388
201512,1068.317
201601,1095.655
201602,1194.893
201603,1246.312
201604,1241.452
201605,1259.755
201606,1273.58
201607,1337.429
201608,1340.861
201609,1326.618
201610,1268.929
201611,1240.293
201612,1152.165
201701,1192.648
201702,1233.39
201703,1231.063
201704,1267.15
201705,1245.25
201706,1261.277
201707,1235.1
201708,1281.72
201709,1317.045
201710,1280.677
201711,1283.189
201712,1265.674
201801,1332.809
201802,1333.775
201803,1325.562
201804,1335.332
201805,1303.618
201806,1282.126
201807,1238.064
201808,1201.859
201809,1199.198
201810,1214.726
201811,1221.275
201812,1249.887
201901,1291.63
201902,1319.755
201903,1302.286
201904,1287.65
