195001,34.73
195002,34.73
195003,34.73
195004,34.73
195005,34.73
195006,34.73
195007,34.73
195008,34.73
195009,34.73
195010,34.73
195011,34.73
195012,34.72
195101,34.72
195102,34.73
195103,34.73
195104,34.73
195105,34.73
195106,34.73
195107,34.72
195108,34.71
195109,34.71
195110,34.71
195111,34.73
195112,34.66
195201,34.49
195202,34.49
195203,34.68
195204,34.82
195205,34.73
195206,34.53
195207,34.57
195208,34.58
195209,34.51
195210,34.63
195211,34.72
195212,34.79
195301,34.88
195302,34.95
195303,34.92
195304,34.93
195305,34.9
195306,34.89
195307,34.91
195308,34.91
195309,34.76
195310,34.79
195311,34.86
195312,34.85
195401,34.86
195402,34.88
195403,34.92
195404,35.04
195405,35.08
195406,35.07
195407,35.08
195408,35.05
195409,35.08
195410,35.08
195411,35.06
195412,35.04
195501,35.04
195502,35.05
195503,35.06
195504,35.05
195505,35.05
195506,35.04
195507,35.05
195508,35.03
195509,34.98
195510,34.98
195511,34.98
195512,34.97
195601,34.99
195602,34.99
195603,34.99
195604,34.98
195605,34.99
195606,34.98
195607,35
195608,35.02
195609,35.01
195610,35.02
195611,34.98
195612,34.9
195701,34.88
195702,34.89
195703,34.91
195704,34.92
195705,34.93
195706,34.99
195707,34.99
195708,34.97
195709,34.96
195710,34.97
195711,34.97
195712,34.99
195801,35.01
195802,35.08
195803,35.09
195804,35.1
195805,35.11
195806,35.1
195807,35.11
195808,35.1
195809,35.1
195810,35.11
195811,35.1
195812,35.09
195901,35.07
195902,35.06
195903,35.06
195904,35.08
195905,35.12
195906,35.12
195907,35.13
195908,35.12
195909,35.13
195910,35.1
195911,35.06
195912,35.05
196001,35.09
196002,35.09
196003,35.09
196004,35.11
196005,35.1
196006,35.09
196007,35.1
196008,35.13
196009,35.22
196010,35.78
196011,35.82
196012,35.54
196101,35.56
196102,35.17
196103,35.08
196104,35.08
196105,35.06
196106,35.07
196107,35.11
196108,35.16
196109,35.19
196110,35.19
196111,35.19
196112,35.15
196201,35.16
196202,35.13
196203,35.09
196204,35.08
196205,35.08
196206,35.1
196207,35.12
196208,35.12
196209,35.13
196210,35.14
196211,35.09
196212,35.08
196301,35.06
196302,35.08
196303,35.1
196304,35.1
196305,35.08
196306,35.08
196307,35.09
196308,35.1
196309,35.08
196310,35.08
196311,35.08
196312,35.08
196401,35.08
196402,35.08
196403,35.08
196404,35.08
196405,35.08
196406,35.08
196407,35.08
196408,35.08
196409,35.09
196410,35.11
196411,35.1
196412,35.12
196501,35.13
196502,35.14
196503,35.16
196504,35.14
196505,35.1
196506,35.1
196507,35.12
196508,35.15
196509,35.14
196510,35.11
196511,35.11
196512,35.13
196601,35.15
196602,35.17
196603,35.15
196604,35.13
196605,35.12
196606,35.15
196607,35.18
196608,35.18
196609,35.19
196610,35.16
196611,35.16
196612,35.18
196701,35.18
196702,35.17
196703,35.16
196704,35.17
196705,35.18
196706,35.19
196707,35.19
196708,35.19
196709,35.19
196710,35.19
196711,35.2
196712,35.19
196801,35.18
196802,35.2
196803,35.2
196804,37.878
196805,40.691
196806,41.111
196807,39.53
196808,39.17
196809,40.203
196810,39.21
196811,39.795
196812,41.113
196901,42.291
196902,42.616
196903,43.171
196904,43.295
196905,43.461
196906,41.442
196907,41.755
196908,41.128
196909,40.865
196910,40.476
196911,37.452
196912,35.189
197001,34.946
197002,34.994
197003,35.089
197004,35.623
197005,35.958
197006,35.437
197007,35.329
197008,35.377
197009,36.196
197010,37.553
197011,37.455
197012,37.434
197101,37.868
197102,38.716
197103,38.873
197104,39.001
197105,40.493
197106,40.105
197107,40.929
197108,42.722
197109,41.976
197110,42.473
197111,42.842
197112,43.455
197201,45.64
197202,48.237
197203,48.288
197204,49.026
197205,54.5
197206,62.17
197207,65.558
197208,66.917
197209,65.589
197210,64.824
197211,62.726
197212,63.779
197301,65.127
197302,73.971
197303,84.105
197304,90.441
197305,101.623
197306,119.8
197307,120.364
197308,106.225
197309,103.034
197310,99.923
197311,94.645
197312,106.236
197401,129.027
197402,150
197403,168.298
197404,172.243
197405,163.568
197406,154.013
197407,142.283
197408,154.362
197409,151.66
197410,158.533
197411,181.483
197412,183.683
197501,176.864
197502,179.553
197503,178.203
197504,170.066
197505,167.293
197506,164.25
197507,164.867
197508,163.168
197509,144.311
197510,142.691
197511,142.565
197512,139.279
197601,131.695
197602,130.94
197603,132.676
197604,127.91
197605,126.913
197606,125.684
197607,117.866
197608,110.055
197609,114.098
197610,116.095
197611,130.341
197612,133.674
197701,132.306
197702,136.163
197703,148.339
197704,149.184
197705,146.536
197706,140.828
197707,143.383
197708,145.009
197709,149.334
197710,158.848
197711,162.132
197712,160.48
197801,173.207
197802,178.36
197803,183.771
197804,175.323
197805,176.19
197806,183.761
197807,188.569
197808,206.455
197809,212.212
197810,227.432
197811,207.082
197812,207.895
197901,226.986
197902,245.59
197903,242.348
197904,239.174
197905,257.738
197906,279.36
197907,295.009
197908,300.793
197909,354.498
